EntityId,Chart Label,Technology,Technology Subtype,Year,Official Program Number,Calculated LCOE,,Overnight Capital Cost dollar per kW including Contingency,Contingency Factor,Overnight Capital Cost dollar per kW,"Final Capital Cost, $/kW",Discount Rate,Lifetime Years,Final Lifetime in Years,Capital Recovery Factor,Tax Rate,Present Value of Depreciation,Average Capacity Factor,Max Capacity Factor,Final Capacity Factor,LCOE Capital Cost Term,O M All-Inclusive,Fixed O M dollar per kW,Variable O M dollar per MWh,Calculated OM All Inclusive Cost Term ($/kW),Calculated Fixed OM Term ($/kW),Calculated Variable OM Term ($/kW),LCOE OM Term,Fuel,Fuel Cost,Heat Rate,LCOD Fuel Cost Term,,Reference Name,Publication Year,Report Author(s),Dataset name,Dataset web source
EntityId,TechIndex,Technology,TechnologySubtype,Year,IsOfficial,lcoe,Blank,OnghCptCstDlKwInclCtng,ContingencyFactor,OnghtCptlCostDolPerKw,FinalCptlCostDolPerKw,DiscountRate,LifetimeYears,FinalLifetimeYears,CapitalRecoveryFactor,TaxRate,PvOfDepreciation,AvgCapacityFactor,MaxCapacityFactor,FinalCapacityFactor,TermCapitalCost,OMAllInclusive,FixedOMDolPerKw,VariableOMDolPerMwh,OfficialOMAllInclusive,OfficialFixedOMDolPerKw,OfficialVariableOMDolPerMwh,TermOMCost,Fuel,FuelCost,HeatRate,TermFuelCost,Blank,ShortName,PublicationYear,Author,Title,PublicationUrl
Unique identifier for this data record.,Displayed label for the technology and sub-technology.,General type of technology used to generate electricity.,Technology Subtype.,Year.,Official Program Number.,"Levelized cost of energy, an estimate of total electricity cost including payback of initial investment and operating costs. Also the price a plant must sell electricity at in order to break even.",,Overnight Capital Cost dollar per kW including Contingency.,Contingency Factor.,"Initial cost of a generation technology per kilowatt of capacity, if it could be conducted overnight.","Final Capital Cost, $/kW.","Discount Rate is the assumed effective rate at which future income streams are discounted. Used to compute the capital recovery factor. In Normalized mode, a single discount rate is used. In Market and User modes, the discount rate can be different for each technology.",Lifetime Years.,Lifetime of the Investment. It is the assumed lifetime of a new plant/vehicle and the period over which the investment is computed (unless specified otherwise).,(CRF) A common element in the levelized cost calculations is capital expenditures. The capital expenditure is turned into annual payments with a Capital Recovery Factor (CRF) that is defined using a common calculation.,Tax rate paid (applied after depreciation credits).,"The present value of depreciation, depending on the MACRS schedule (Modified Accelerated Cost Recovery System).",The ratio between average power and peak capacity. A plant running at full capacity for exactly half the year would have a 0.5 capacity factor.,Max Capacity Factor.,Final Capacity Factor.,Capital Cost term calculated in the LCOE equation,O M All-Inclusive.,Maintenance costs for generation paid regardless of the total amount generated.,Maintenance costs for generation paid per unit of energy produced.,"Term calculated using the OM All Inclusive Cost - when used, this replaces the fixed and variable O&M costs ($/kW).",Term calculated using the Fixed OM ($/kW).,Term calculated using the Variable OM ($/kW).,Calculated term for all costs associated with OM (Operations and Maintenance).,Fuel.,Fuel Cost.,Heat Rate.,,,Reference Name.,Publication Year.,Report Author.,Dataset name.,Dataset web source.
g30049,Onshore,Land-Based Wind,,2005,,0.046,,,1,1570.49,1570.49,0.07,20,30,0.080586404,0.392,0.83155,0.44,,0.44,0.036401339,,10.95,6.66,,18,6,0.009500909,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g30100,Onshore,Land-Based Wind,,2005,,0.043,,,1,1570.49,1570.49,0.07,20,30,0.080586404,0.392,0.83155,0.47,,0.47,0.034077849,,10.95,6.66,,18,6,0.009319574,Wind,0,,0,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g26278,Onshore,Land-Based Wind,,2009,,0.05,,1435,1,,1435,0.07,20,30,0.080586404,0.392,0.83155,0.355,,0.355,0.041224786,,26.79,,,18,6,0.008614702,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26329,Onshore,Land-Based Wind,,2009,,0.044,,1435,1,,1435,0.07,20,30,0.080586404,0.392,0.83155,0.405,,0.405,0.036135306,,26.79,,,18,6,0.007551158,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26380,Onshore,Land-Based Wind,,2009,,0.04,,1435,1,,1435,0.07,20,30,0.080586404,0.392,0.83155,0.445,,0.445,0.032887189,,26.79,,,18,6,0.006872403,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26277,Onshore,Land-Based Wind,,2008,,0.056,,1448,1,,1448,0.07,20,30,0.080586404,0.392,0.83155,0.32,,0.32,0.04614806,,27.6,,,18,6,0.00984589,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26328,Onshore,Land-Based Wind,,2008,,0.047,,1448,1,,1448,0.07,20,30,0.080586404,0.392,0.83155,0.38,,0.38,0.038861524,,27.6,,,18,6,0.008291276,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g26379,Onshore,Land-Based Wind,,2008,,0.042,,1448,1,,1448,0.07,20,30,0.080586404,0.392,0.83155,0.43,,0.43,0.034342742,,27.6,,,18,6,0.007327174,Wind,0,,0,,GPRA 2009,2009,GPRA,"Government Performance and Results Act (2009). Data from Market Allocation (MARKAL) model, International Energy Agency and Brookhaven National Laboratory",
g36898,Onshore,Land-Based Wind,,2008,,0.053,,,,1540,1540,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.041330626,,,,,18,6,0.011407354,Wind,0,,0,,Blanco 2009,2009,Blanco,"The Economics of Wind, Renewable and Sustainable Energy Reviews, 13, 99 1372-1382",http://dx.doi.org/10.1016/j.rser.2008.09.004
g36900,Onshore,Land-Based Wind,,2008,,0.082,,,,1750,1750,0.07,,30,0.080586404,0.392,0.83155,0.24,,0.24,0.074363816,,16.8,0,,18,6,0.007990868,Wind,0,,0,,Blanco 2009,2009,Blanco,"The Economics of Wind, Renewable and Sustainable Energy Reviews, 13, 99 1372-1382",http://dx.doi.org/10.1016/j.rser.2008.09.004
g22912,Onshore,Land-Based Wind,,2009,,0.067,,1922.99,1.070000052,1797,1922.99,0.07,,30,0.080586404,0.392,0.83155,0.34266125,0.417618632,0.34266125,0.05723305,,30.3,0,,18,6,0.010094238,Wind,0,,0,,AEO 2009,2009,AEO,Annual Energy Outlook 2009,http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf
g36901,Onshore,Land-Based Wind,,2008,,0.064,,,,1960,1960,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.052602615,,,,,18,6,0.011407354,Wind,0,,0,,Blanco 2009,2009,Blanco,"The Economics of Wind, Renewable and Sustainable Energy Reviews, 13, 99 1372-1382",http://dx.doi.org/10.1016/j.rser.2008.09.004
g42671,Onshore,Land-Based Wind,,2009,,0.076,,,,2400,2400,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.064411366,,,,,18,6,0.011407354,Wind,0,,0,,USOWC,2009,USOWC,U.S. Offshore Wind Energy: A Path Forward,http://usoffshorewind.org/wp-content/uploads/2012/06/PathForward.pdf
g36909,Onshore,Land-Based Wind,,2010,,0.064,,1964.39,,,1964.39,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.052720434,,,,,18,6,0.011407354,Wind,0,,0,,AEO 2010,2010,AEO,Annual Energy Outlook 2010,http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf
g36908,Onshore,Land-Based Wind,,2009,,0.064,,1965.56,,,1965.56,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.052751835,,,,,18,6,0.011407354,Wind,0,,0,,AEO 2010,2010,AEO,Annual Energy Outlook 2010,http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf
g36861,Onshore,Land-Based Wind,,2010,,0.066,,2034.2,,,2034.2,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.054594,,,,,18,6,0.011407354,Wind,0,,0,,EPA 2010,2010,EPA,"Environmental Protection Agency (2010). Data from Integrated Power Model (IPM), ICF International.",http://www.epa.gov/airmarkt/progsregs/epa-ipm/BaseCasev410.html
g42237,Onshore,Land-Based Wind,,2009,,0.051,,,,1440,1440,0.07,30,30,0.080586404,0.392,0.83155,0.34,,0.34,0.043193504,,10.28,4.82,,18,6,0.008271518,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42240,Onshore,Land-Based Wind,,2009,,0.041,,,,1440,1440,0.07,30,30,0.080586404,0.392,0.83155,0.44,,0.44,0.033376799,,10.28,4.82,,18,6,0.007487082,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g36902,Onshore,Land-Based Wind,,2009,,0.062,,,,1900,1900,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.050992331,,,,,18,6,0.011407354,Wind,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g42236,Onshore,Land-Based Wind,,2009,,0.065,,,,1990,1990,0.07,30,30,0.080586404,0.392,0.83155,0.37,,0.37,0.05485121,,13.7,5.5,,18,6,0.00972683,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42239,Onshore,Land-Based Wind,,2009,,0.058,,,,1990,1990,0.07,30,30,0.080586404,0.392,0.83155,0.42,,0.42,0.048321304,,13.7,5.5,,18,6,0.009223636,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g36897,Onshore,Land-Based Wind,,2009,,0.085,,,,2120,2120,0.07,,30,0.080586404,0.392,0.83155,0.3002,,0.3002,0.072021147,,,,,18,6,0.012844752,Wind,0,,0,,"Wiser and Bolinger, 2010",2010,Wiser and Bolinger,"2009 Wind Technologies Market Report, U.S. Department of Energy.",http://eetd.lbl.gov/EA/EMP/reports/lbnl-3716e.pdf
g39640,Onshore,Land-Based Wind,,2009,,0.074,,,,2250,2250,0.07,,30,0.080586404,0.392,0.83155,0.4,,0.4,0.057366372,,60,0,,18,6,0.017123288,Wind,0,0,0,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g36903,Onshore,Land-Based Wind,,2009,,0.09,,,,2350,2350,0.07,,30,0.080586404,0.392,0.83155,0.33,,0.33,0.072625441,,50,0,,18,6,0.01729625,Wind,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g36904,Onshore,Land-Based Wind,,2009,,0.079,,,,2500,2500,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.067095173,,,,,18,6,0.011407354,Wind,0,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g39641,Onshore,Land-Based Wind,,2009,,0.111,,,,2600,2600,0.07,,30,0.080586404,0.392,0.83155,0.3,,0.3,0.088386707,,60,0,,18,6,0.02283105,Wind,0,0,0,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g42241,Onshore,Land-Based Wind,,2009,,0.09,,,,3025,3025,0.07,30,30,0.080586404,0.392,0.83155,0.4,,0.4,0.077125901,,17.13,7.66,,18,6,0.012548699,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42238,Onshore,Land-Based Wind,,2009,,0.088,,,,3025,3025,0.07,30,30,0.080586404,0.392,0.83155,0.41,,0.41,0.075244781,,17.13,7.66,,18,6,0.012429462,Wind,0,,0,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g36865,Onshore,Land-Based Wind,,2011,,0.076,,2402.77,,,2402.77,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.064485707,,,,,18,6,0.011407354,Wind,0,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g36864,Onshore,Land-Based Wind,,2010,,0.073,,2408.76,,,2408.76,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.064646467,,27.73,0,,18,6,0.008330329,Wind,0,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g36890,Onshore,Land-Based Wind,,2009,,0.044,,,,1200,1200,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.032205683,,,,,18,6,0.011407354,Wind,0,,0,,"Wiser et al., 2011",2011,Wiser et al.,"Wind Energy, Chapter 7, an IPPCC Special Report on Renewable Energy Sources and Climate Change Mitigation.",http://srren.ipcc-wg3.de/report/srren-figures-chapter-07
g38817,Onshore,Land-Based Wind,,2011,,0.053,,,,1200,1200,0.07,20,30,0.080586404,0.392,0.83155,0.3,,0.3,0.040793865,,,12,,18,6,0.012,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38818,Onshore,Land-Based Wind,,2011,,0.074,,,,1650,1650,0.07,20,30,0.080586404,0.392,0.83155,0.3,,0.3,0.056091564,,,17.5,,18,6,0.0175,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g36892,Onshore,Land-Based Wind,,2009,,0.058,,,,1750,1750,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.046966621,,,,,18,6,0.011407354,Wind,0,,0,,"Wiser et al., 2011",2011,Wiser et al.,"Wind Energy, Chapter 7, an IPPCC Special Report on Renewable Energy Sources and Climate Change Mitigation.",http://srren.ipcc-wg3.de/report/srren-figures-chapter-07
g36863,Onshore,Land-Based Wind,,2009,,0.064,,,,1966,1966,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.052763644,,,,,18,6,0.011407354,Wind,0,,0,,"McCalley et al., 2011",2011,McCalley et al.,A Wider Horizon. IEEE Power & Energy Magazine. May/June 2011,http://www.ieee.org/organizations/pes/public/2011/may/index.html
g38443,Onshore,Land-Based Wind,,2011,,0.066,,,,2092,2092,0.07,30,30,0.080586404,0.392,0.83155,0.38,,0.38,0.05614524,,11.7,6,,18,6,0.00951478,Wind,0,0,0,,DOE 2011,2011,DOE,DOE Program Estimate,
g36893,Onshore,Land-Based Wind,,2009,,0.068,,,,2100,2100,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.056359945,,,,,18,6,0.011407354,Wind,0,,0,,"Wiser et al., 2011",2011,Wiser et al.,"Wind Energy, Chapter 7, an IPPCC Special Report on Renewable Energy Sources and Climate Change Mitigation.",http://srren.ipcc-wg3.de/report/srren-figures-chapter-07
g38819,Onshore,Land-Based Wind,,2011,,0.094,,,,2100,2100,0.07,20,30,0.080586404,0.392,0.83155,0.3,,0.3,0.071389264,,,23,,18,6,0.023,Wind,0,,0,,IPCC 2011,2011,IPCC,IPCC Annex 3,http://srren.ipcc-wg3.de/report/
g38849,Onshore,Land-Based Wind,,2002,,0.053,,,,1300,1300,0.07,20,30,0.080586404,0.392,0.83155,0.38,,0.38,0.03488949,,60,0,,18,6,0.018024513,Wind,0,0,0,,"Tegan et al., 2012",2012,Tegan et al,2010 Cost of Wind Energy Review,http://www.nrel.gov/docs/fy12osti/52920.pdf
g38850,Onshore,Land-Based Wind,,2012,,0.061,,,,1600,1600,0.07,20,30,0.080586404,0.392,0.83155,0.38,,0.38,0.04294091,,60,0,,18,6,0.018024513,Wind,0,0,0,,"Tegan et al., 2012",2012,Tegan et al,2010 Cost of Wind Energy Review,http://www.nrel.gov/docs/fy12osti/52920.pdf
g42071,Onshore,Land-Based Wind,,2010,,0.086,,,,1800,1800,0.07,30,30,0.080586404,0.392,0.83155,0.26,,0.26,0.070604766,,36,,,18,6,0.015806112,Wind,0,,0,,IEA 2012,2012,IEA,Energy Technology Perspectives 2012 Pathways to a Clean Energy System,http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf
g38688,Onshore,Land-Based Wind,,2010,,0.064,,,,1980,1980,0.07,,30,0.080586404,0.392,0.83155,0.38,0.5,0.38,0.053139377,,12.24,7.45,,18,6,0.011127001,Wind,0,,0,,"Mai et al., 2012",2012,Mai et al,Renewable Electricity Futures,http://www.nrel.gov/docs/fy12osti/52409-1.pdf
g38532,Onshore,Land-Based Wind,,2010,,0.071,,,,1980,1980,0.07,,30,0.080586404,0.392,0.83155,0.38,0.46,0.38,0.053139377,,59.41,0,,18,6,0.017847272,Wind,0,,0,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g38847,Onshore,Land-Based Wind,,2010,,0.066,,,,2092,2092,0.07,20,30,0.080586404,0.392,0.83155,0.38,,0.38,0.05614524,,34,0,,18,6,0.010213891,Wind,0,0,0,,"Tegan et al., 2012",2012,Tegan et al,2010 Cost of Wind Energy Review,http://www.nrel.gov/docs/fy12osti/52920.pdf
g42040,Onshore,Land-Based Wind,,2010,,0.072,,,,2250,2250,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.060385655,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42043,Onshore,Land-Based Wind,,2010,,0.092,,,,3000,3000,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.080514207,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42044,Onshore,Land-Based Wind,,2011,,0.105,,,,3500,3500,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.093933242,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42041,Onshore,Land-Based Wind,,2010,,0.105,,,,3500,3500,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.093933242,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42039,Onshore,Land-Based Wind,,2009,,0.114,,,,3830,3830,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.102789804,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42042,Onshore,Land-Based Wind,,2010,,0.119,,,,4000,4000,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.107352276,,,,,18,6,0.011407354,Wind,0,,0,,Hubbell et al. 2012,2012,Hubbell et al.,Renewable Energy Finance Tracking Initiative,http://financere.nrel.gov/finance/webfm_send/47/REFTI_Aggregate_Q309thruQ310_27March2011_External.xlsx
g42515,Onshore,Land-Based Wind,,2013,,0.047,,,,1422,1422,0.07,,30,0.080586404,0.392,0.83155,0.45,,0.45,0.032227153,,31.72,6.34,,18,6,0.014386677,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42514,Onshore,Land-Based Wind,,2013,,0.054,,,,1647,1647,0.07,,30,0.080586404,0.392,0.83155,0.43,,0.43,0.039062497,,31.72,6.34,,18,6,0.014760941,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42505,Onshore,Land-Based Wind,,2013,,0.061,,,,1673,1673,0.07,,30,0.080586404,0.392,0.83155,0.39,,0.39,0.043748805,,31.72,8.46,,18,6,0.017744627,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42504,Onshore,Land-Based Wind,,2013,,0.064,,,,1934,1934,0.07,,30,0.080586404,0.392,0.83155,0.42,,0.42,0.046961509,,31.72,8.46,,18,6,0.017081439,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42510,Onshore,Land-Based Wind,,2013,,0.094,,,,2095,2095,0.07,,30,0.080586404,0.392,0.83155,0.3,,0.3,0.071219289,,31.72,10.57,,18,6,0.022640015,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42643,Onshore,Land-Based Wind,,2013,,0.069,,,,2098,2098,0.07,,30,0.080586404,0.392,0.83155,0.37,,0.37,0.05782806,,,,,18,6,0.011553499,Wind,0,,0,,Tegen et al. 2013,2013,Tegen et al.,2011 Cost of Wind Energy Review,http://www.nrel.gov/docs/fy13osti/56266.pdf
g42509,Onshore,Land-Based Wind,,2013,,0.108,,,,2506,2506,0.07,,30,0.080586404,0.392,0.83155,0.3,,0.3,0.085191188,,31.72,10.57,,18,6,0.022640015,Wind,0,,0,,McCann RE 2013,2013,McCann 2013,Cost of Generation Workshop: Non-solar Renewables,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Renewables_Costs_Section_for_CEC_Workshop_2013-03-05.pdf
g42104,Onshore,Land-Based Wind,,2010,,0.045,,,,1259.891112,1259.891112,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.033813045,,,,,18,6,0.011407354,Wind,0,,0,,IIASA 2014,2014,IIASA,AMPERE DB,https://secure.iiasa.ac.at/web-apps/ene/AMPEREDB/
g42688,Onshore,Land-Based Wind,,2004,,0.046,,,,1283.378081,1283.378081,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.034443389,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
g42685,Onshore,Land-Based Wind,,2001,,0.047,,,,1312.206079,1312.206079,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.035217077,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
g42103,Onshore,Land-Based Wind,,2005,,0.047,,,,1324.820498,1324.820498,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.035555624,,,,,18,6,0.011407354,Wind,0,,0,,IIASA 2014,2014,IIASA,AMPERE DB,https://secure.iiasa.ac.at/web-apps/ene/AMPEREDB/
g42687,Onshore,Land-Based Wind,,2003,,0.049,,,,1393.162329,1393.162329,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.037389787,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
g39675,Onshore,Land-Based Wind,,2014,,0.035,,,,1400,1400,0.07,,30,0.080586404,0.392,0.83155,0.52,,0.52,0.027457409,,35,,,18,6,0.007683527,Wind,0,,0,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g42682,Onshore,Land-Based Wind,,1998,,0.049,,,,1412.580514,1412.580514,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.037910933,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
g42689,Onshore,Land-Based Wind,,2005,,0.052,,,,1505.968174,1505.968174,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.040417278,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
g42680,Onshore,Land-Based Wind,,1996,,0.053,,,,1531.314926,1531.314926,0.07,,30,0.080586404,0.392,0.83155,,,0.38,0.041097536,,,,,18,6,0.011407354,Wind,0,,0,,Wisner et al. 2014,2014,"Wiser, Bollinger et al.",2013 Wind Technologies Market Report,http://emp.lbl.gov/sites/all/files/lbnl-6809e.pdf
